,equivalence_class,Occurrence,Word count,tf,Document,IDF,tf-idf
127,cooking food,1,2,0.02127659574468085,Baking ,1.791759469228055,0.03812254189846925
128,cooking food,1,2,0.02564102564102564,Clay Pot ,1.791759469228055,0.04594255049302705
129,cooking food,1,2,0.0136986301369863,Sauteing ,1.791759469228055,0.024544650263398013
130,cooking food,1,2,0.011904761904761904,Stewing ,1.791759469228055,0.02133046987176256
131,cultures,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
132,egg wash,1,2,0.02127659574468085,Baking ,2.4849066497880004,0.052870354250808514
133,egg wash,1,2,0.0033333333333333335,Deep Frying ,2.4849066497880004,0.008283022165960002
134,example,1,1,0.02127659574468085,Baking ,1.5686159179138452,0.03337480676412437
135,example,1,1,0.0064516129032258064,Grilling ,1.5686159179138452,0.010120102696218356
136,example,1,1,0.02040816326530612,Pressure Cooking ,1.5686159179138452,0.03201256975334378
137,example,1,1,0.02631578947368421,Simmering ,1.5686159179138452,0.04127936626089066
138,example,1,1,0.014925373134328358,Sous Vide ,1.5686159179138452,0.023412177879311123
139,flavor,1,1,0.02127659574468085,Baking ,0.780158557549575,0.016599118245735636
140,flavor,2,2,0.10526315789473684,Basting ,0.780158557549575,0.08212195342627104
141,flavor,2,2,0.05263157894736842,Blanching ,0.780158557549575,0.04106097671313552
142,flavor,3,2,0.027777777777777776,Boiling ,0.780158557549575,0.02167107104304375
143,flavor,1,1,0.018518518518518517,Deglazing ,0.780158557549575,0.0144473806953625
144,flavor,2,1,0.012903225806451613,Grilling ,0.780158557549575,0.010066562032897741
145,flavor,1,1,0.0136986301369863,Sauteing ,0.780158557549575,0.010687103528076369
146,flavor,1,1,0.02631578947368421,Simmering ,0.780158557549575,0.02053048835656776
147,flavor,10,2,0.04310344827586207,Smoking ,0.780158557549575,0.033627524032309265
148,flavor,1,1,0.027777777777777776,Steaming ,0.780158557549575,0.02167107104304375
149,flavor,1,1,0.011904761904761904,Stewing ,0.780158557549575,0.009287601875590178
150,food,5,2,0.10638297872340426,Baking ,0.28768207245178085,0.030604475792742645
151,food,3,1,0.15789473684210525,Basting ,0.28768207245178085,0.04542348512396539
152,food,3,1,0.07894736842105263,Blanching ,0.28768207245178085,0.022711742561982697
153,food,8,2,0.07407407407407407,Boiling ,0.28768207245178085,0.021309783144576357
154,food,4,1,0.10256410256410256,Clay Pot ,0.28768207245178085,0.029505853584798035
155,food,37,2,0.12333333333333334,Deep Frying ,0.28768207245178085,0.03548078893571964
156,food,5,1,0.22727272727272727,Frying ,0.28768207245178085,0.06538228919358656
157,food,29,2,0.1870967741935484,Grilling ,0.28768207245178085,0.05382438774904287
158,food,3,2,0.06666666666666667,Poaching ,0.28768207245178085,0.019178804830118724
159,food,1,1,0.02040816326530612,Pressure Cooking ,0.28768207245178085,0.005871062703097568
160,food,1,1,0.03225806451612903,Roasting ,0.28768207245178085,0.009280066853283253
161,food,4,2,0.0547945205479452,Sauteing ,0.28768207245178085,0.015763401230234567
162,food,3,2,0.07894736842105263,Simmering ,0.28768207245178085,0.022711742561982697
163,food,7,2,0.03017241379310345,Smoking ,0.28768207245178085,0.008680062530872699
164,food,3,2,0.04477611940298507,Sous Vide ,0.28768207245178085,0.01288128682619914
165,food,6,2,0.16666666666666666,Steaming ,0.28768207245178085,0.04794701207529681
166,food,5,2,0.05952380952380952,Stewing ,0.28768207245178085,0.017123932884034573
167,food,1,1,0.02631578947368421,Stir Frying ,0.28768207245178085,0.0075705808539942325
168,heat,2,1,0.0425531914893617,Baking ,0.6131044728864089,0.026089552037719527
169,heat,3,1,0.027777777777777776,Boiling ,0.6131044728864089,0.017030679802400247
170,heat,4,1,0.10256410256410256,Clay Pot ,0.6131044728864089,0.06288251003963168
171,heat,4,1,0.06557377049180328,Cockaigne ,0.6131044728864089,0.0402035719925514
172,heat,1,1,0.0033333333333333335,Deep Frying ,0.6131044728864089,0.0020436815762880298
173,heat,2,1,0.037037037037037035,Deglazing ,0.6131044728864089,0.022707573069866996
