,equivalence_class,Occurrence,Word count,tf,Document,IDF,tf-idf
174,heat,10,1,0.06451612903225806,Grilling ,0.6131044728864089,0.039555127282994124
175,heat,1,1,0.022222222222222223,Poaching ,0.6131044728864089,0.013624543841920198
176,heat,1,1,0.01639344262295082,Scalding ,0.6131044728864089,0.01005089299813785
177,heat,1,1,0.02631578947368421,Simmering ,0.6131044728864089,0.016134328233852864
178,heat,4,1,0.017241379310344827,Smoking ,0.6131044728864089,0.010570766773903601
179,heat,1,1,0.011904761904761904,Stewing ,0.6131044728864089,0.007298862772457248
180,heat,7,2,0.18421052631578946,Stir Frying ,0.6131044728864089,0.11294029763697006
181,herbs,1,1,0.02127659574468085,Baking ,2.0794415416798357,0.04424343705701778
182,herbs,1,1,0.018518518518518517,Deglazing ,2.0794415416798357,0.03850817669777473
183,herbs,2,1,0.008620689655172414,Smoking ,2.0794415416798357,0.017926220186895134
184,interchangeably,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
185,item,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
186,layer,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
187,loss,1,1,0.02127659574468085,Baking ,1.791759469228055,0.03812254189846925
188,loss,2,1,0.018518518518518517,Boiling ,1.791759469228055,0.033180730911630645
189,loss,1,1,0.03225806451612903,Roasting ,1.791759469228055,0.05779869255574371
190,loss,1,1,0.027777777777777776,Steaming ,1.791759469228055,0.04977109636744597
191,maillard reaction,1,2,0.02127659574468085,Baking ,2.0794415416798357,0.04424343705701778
192,maillard reaction,1,2,0.018518518518518517,Deglazing ,2.0794415416798357,0.03850817669777473
193,maillard reaction,1,2,0.0064516129032258064,Grilling ,2.0794415416798357,0.013415751881805393
194,meats,1,1,0.02127659574468085,Baking ,1.3862943611198906,0.029495624704678522
195,meats,3,1,0.01935483870967742,Grilling ,1.3862943611198906,0.026831503763610785
196,meats,1,1,0.03225806451612903,Roasting ,1.3862943611198906,0.04471917293935131
197,meats,1,1,0.0136986301369863,Sauteing ,1.3862943611198906,0.018990333713971103
198,meats,6,2,0.02586206896551724,Smoking ,1.3862943611198906,0.035852440373790276
199,meats,1,1,0.011904761904761904,Stewing ,1.3862943611198906,0.016503504299046314
200,misconceptions,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
201,moisture,4,1,0.0851063829787234,Baking ,1.5686159179138452,0.13349922705649747
202,moisture,1,1,0.02564102564102564,Clay Pot ,1.5686159179138452,0.040220920972149875
203,moisture,1,1,0.045454545454545456,Frying ,1.5686159179138452,0.07130072354153842
204,moisture,4,1,0.12903225806451613,Roasting ,1.5686159179138452,0.20240205392436714
205,moisture,1,1,0.004310344827586207,Smoking ,1.5686159179138452,0.006761275508249333
206,oil,1,1,0.02127659574468085,Baking ,0.8754687373538999,0.018626994411785103
207,oil,1,1,0.02564102564102564,Clay Pot ,0.8754687373538999,0.022447916342407687
208,oil,2,3,0.03278688524590164,Cockaigne ,0.8754687373538999,0.028703893027996717
209,oil,61,16,0.20333333333333334,Deep Frying ,0.8754687373538999,0.17801197659529297
210,oil,4,1,0.18181818181818182,Frying ,0.8754687373538999,0.15917613406434544
211,oil,1,1,0.0064516129032258064,Grilling ,0.8754687373538999,0.005648185402283225
212,oil,4,1,0.0547945205479452,Sauteing ,0.8754687373538999,0.04797088971802191
213,oil,1,1,0.004310344827586207,Smoking ,0.8754687373538999,0.0037735721437668094
214,oil,6,6,0.15789473684210525,Stir Frying ,0.8754687373538999,0.13823190589798418
215,oil,2,2,0.05405405405405406,Tempering ,0.8754687373538999,0.04732263445156216
216,outcome,1,1,0.02127659574468085,Baking ,2.4849066497880004,0.052870354250808514
217,outcome,1,1,0.0136986301369863,Sauteing ,2.4849066497880004,0.034039817120383564
218,pan,1,1,0.02127659574468085,Baking ,0.6931471805599453,0.014747812352339261
219,pan,1,1,0.05263157894736842,Basting ,0.6931471805599453,0.03648143055578659
220,pan,4,1,0.06557377049180328,Cockaigne ,0.6931471805599453,0.04545227413507838
221,pan,1,1,0.0033333333333333335,Deep Frying ,0.6931471805599453,0.0023104906018664843
222,pan,4,1,0.07407407407407407,Deglazing ,0.6931471805599453,0.05134423559703298
223,pan,2,2,0.09090909090909091,Frying ,0.6931471805599453,0.06301338005090412
224,pan,1,1,0.022222222222222223,Poaching ,0.6931471805599453,0.015403270679109895
225,pan,7,1,0.0958904109589041,Sauteing ,0.6931471805599453,0.06646616799889886
226,pan,3,1,0.04918032786885246,Scalding ,0.6931471805599453,0.034089205601308785
227,pan,2,1,0.008620689655172414,Smoking ,0.6931471805599453,0.005975406728965045
228,pan,1,1,0.014925373134328358,Sous Vide ,0.6931471805599453,0.010345480306864855
229,pan,4,1,0.10526315789473684,Stir Frying ,0.6931471805599453,0.07296286111157319
230,pastries,2,1,0.0425531914893617,Baking ,3.1780538303479458,0.13523633320629555
231,process,1,1,0.02127659574468085,Baking ,1.0986122886681098,0.023374729546129996
232,process,2,1,0.018518518518518517,Boiling ,1.0986122886681098,0.020344672012372403
233,process,1,1,0.0136986301369863,Sauteing ,1.0986122886681098,0.015049483406412462
234,process,1,1,0.01639344262295082,Scalding ,1.0986122886681098,0.01801003751914934
235,process,1,1,0.02631578947368421,Simmering ,1.0986122886681098,0.028910849701792363
236,process,2,1,0.008620689655172414,Smoking ,1.0986122886681098,0.009470795591966464
237,process,2,1,0.023809523809523808,Stewing ,1.0986122886681098,0.026157435444478804
238,process,3,1,0.08108108108108109,Tempering ,1.0986122886681098,0.08907667205417107
239,result,1,1,0.02127659574468085,Baking ,1.0986122886681098,0.023374729546129996
240,result,1,1,0.05263157894736842,Basting ,1.0986122886681098,0.057821699403584725
241,result,1,1,0.02631578947368421,Blanching ,1.0986122886681098,0.028910849701792363
242,result,1,1,0.009259259259259259,Boiling ,1.0986122886681098,0.010172336006186201
243,result,2,1,0.012903225806451613,Grilling ,1.0986122886681098,0.014175642434427224
244,result,1,1,0.014925373134328358,Sous Vide ,1.0986122886681098,0.016397198338329998
245,result,1,1,0.011904761904761904,Stewing ,1.0986122886681098,0.013078717722239402
246,result,1,1,0.02631578947368421,Stir Frying ,1.0986122886681098,0.028910849701792363
247,roasting,3,1,0.06382978723404255,Baking ,1.791759469228055,0.11436762569540776
248,roasting,1,1,0.02564102564102564,Clay Pot ,1.791759469228055,0.04594255049302705
249,roasting,1,1,0.0033333333333333335,Deep Frying ,1.791759469228055,0.005972531564093517
250,roasting,2,2,0.06451612903225806,Roasting ,1.791759469228055,0.11559738511148741
251,situations,1,1,0.02127659574468085,Baking ,3.1780538303479458,0.06761816660314778
252,steam,1,1,0.02127659574468085,Baking ,1.0986122886681098,0.023374729546129996
253,steam,2,1,0.018518518518518517,Boiling ,1.0986122886681098,0.020344672012372403
254,steam,2,1,0.05128205128205128,Clay Pot ,1.0986122886681098,0.05633909172656973
255,steam,1,1,0.0033333333333333335,Deep Frying ,1.0986122886681098,0.003662040962227033
256,steam,1,1,0.02040816326530612,Pressure Cooking ,1.0986122886681098,0.022420658952410404
257,steam,1,1,0.0136986301369863,Sauteing ,1.0986122886681098,0.015049483406412462
258,steam,1,1,0.01639344262295082,Scalding ,1.0986122886681098,0.01801003751914934
259,steam,4,2,0.1111111111111111,Steaming ,1.0986122886681098,0.12206803207423442
260,sugar,1,1,0.02127659574468085,Baking ,1.791759469228055,0.03812254189846925
261,sugar,2,4,0.012903225806451613,Grilling ,1.791759469228055,0.023119477022297483
262,sugar,1,1,0.01639344262295082,Scalding ,1.791759469228055,0.029373106052918936
263,sugar,3,1,0.01293103448275862,Smoking ,1.791759469228055,0.02316930348139726
264,taste,1,1,0.02127659574468085,Baking ,1.791759469228055,0.03812254189846925
265,taste,1,1,0.009259259259259259,Boiling ,1.791759469228055,0.016590365455815322
266,taste,1,1,0.0033333333333333335,Deep Frying ,1.791759469228055,0.005972531564093517
267,taste,1,1,0.01639344262295082,Scalding ,1.791759469228055,0.029373106052918936
268,term,1,1,0.02127659574468085,Baking ,1.5686159179138452,0.03337480676412437
269,term,1,1,0.018518518518518517,Deglazing ,1.5686159179138452,0.029048442924330467
270,term,2,1,0.012903225806451613,Grilling ,1.5686159179138452,0.020240205392436712
271,term,1,1,0.022222222222222223,Poaching ,1.5686159179138452,0.03485813150919656
272,term,1,1,0.011904761904761904,Stewing ,1.5686159179138452,0.018673999022783872
273,time,1,1,0.02127659574468085,Baking ,0.6931471805599453,0.014747812352339261
274,time,1,1,0.02631578947368421,Blanching ,0.6931471805599453,0.018240715277893296
275,time,1,1,0.009259259259259259,Boiling ,0.6931471805599453,0.006418029449629123
276,time,2,1,0.03278688524590164,Cockaigne ,0.6931471805599453,0.02272613706753919
277,time,3,1,0.01,Deep Frying ,0.6931471805599453,0.006931471805599453
278,time,1,1,0.0064516129032258064,Grilling ,0.6931471805599453,0.004471917293935131
279,time,1,1,0.02040816326530612,Pressure Cooking ,0.6931471805599453,0.014145860827753985
280,time,3,2,0.0410958904109589,Sauteing ,0.6931471805599453,0.028485500570956654
281,time,2,1,0.05263157894736842,Simmering ,0.6931471805599453,0.03648143055578659
282,time,2,1,0.008620689655172414,Smoking ,0.6931471805599453,0.005975406728965045
283,time,2,1,0.029850746268656716,Sous Vide ,0.6931471805599453,0.02069096061372971
284,time,1,1,0.027777777777777776,Steaming ,0.6931471805599453,0.01925408834888737
285,types,1,1,0.02127659574468085,Baking ,1.791759469228055,0.03812254189846925
286,types,1,1,0.045454545454545456,Frying ,1.791759469228055,0.08144361223763887
287,types,1,1,0.0064516129032258064,Grilling ,1.791759469228055,0.011559738511148741
288,types,1,1,0.004310344827586207,Smoking ,1.791759469228055,0.007723101160465754
